Mod:Item:MetaData, Localized Name
utilitybaseores:feather_ore, Feather Ore
utilitybaseores:bone_ore, Bone Ore
utilitybaseores:rotten_ore, Rotten Ore
utilitybaseores:blaze_ore, Blaze Ore
utilitybaseores:glowstone_ore, Glowstone Ore
utilitybaseores:gunpowder_ore, Gunpowder Ore
utilitybaseores:prismarine_ore, Prismarine Ore
utilitybaseores:ender_ore, Ender Ore
utilitybaseores:magma_ore, Magma Ore
utilitybaseores:slime_ore, Slime Ore
utilitybaseores:flint_ore, Flint Ore
utilitybaseores:carrot_ore, Carrot Ore
utilitybaseores:melon_ore, Melon Ore
utilitybaseores:potato_ore, Potato Ore
utilitybaseores:chicken_ore, Chicken Ore
utilitybaseores:beef_ore, Beef Ore
utilitybaseores:porkchop_ore, Porkchop Ore
utilitybaseores:fish_ore, Fish Ore
wct:wct, Wireless Crafting Terminal
wct:wct_creative, Creative Wireless Crafting Terminal
wct:magnet_card, Magnet Card
woot:die:0, Mesh Die
woot:die:1, Plate Die
woot:die:2, Core Die
woot:die:3, Shard Die
woot:factorycore:0, Heart Core
woot:factorycore:1, Controller Core
woot:factorycore:2, Tier I Upgrade Core
woot:factorycore:3, Tier II Upgrade Core
woot:factorycore:4, Tier III Upgrade Core
woot:factorycore:5, Power Core
woot:factorycore:6, Cap Core
woot:factorybase, Factory Base
woot:stygianironingot, Stygian Iron Ingot
woot:stygianironplate, Stygian Iron Plate
woot:endershard, Ender Shard
woot:prism, Prism
woot:soulsanddust, Soul Dust
woot:stygianirondust, Stygian Iron Dust
woot:shard:0, Diamond Shard
woot:shard:1, Emerald Shard
woot:shard:2, Quartz Shard
woot:shard:3, Nether Star Shard
woot:shard:4, Tier II Shard
woot:shard:5, Tier III Shard
woot:shard:6, Tier IV Shard
woot:yahhammer, Ya Hammer
woot:xpshard, XP Shard (16XP)
woot:fakemanual, Readme
woot:builder, The Intern
woot:anvil, Stygian Iron Anvil
woot:layout, Factory Layout
woot:factory, Factory Heart
woot:soulstone, Soul Stone
woot:stygianiron, Stygian Iron Block
woot:stygianironore, Stygian Iron Ore
woot:importer, Factory Importer
woot:exporter, Factory Exporter
woot:controller, Factory Controller
woot:structure:0, Factory Flesh Casing
woot:structure:1, Factory Bone Casing
woot:structure:2, Factory Blaze Casing
woot:structure:3, Factory Ender Casing
woot:structure:4, Factory Nether Casing
woot:structure:5, Factory Upgrade Base
woot:structure:6, Factory Tier I Cap
woot:structure:7, Factory Tier II Cap
woot:structure:8, Factory Tier III Cap
woot:structure:9, Factory Tier IV Cap
woot:cell:0, Basic Power Cell
woot:cell:1, Advanced Power Cell
woot:cell:2, Premium Power Cell
woot:upgrade:0, Rate I Upgrade
woot:upgrade:1, Rate II Upgrade
woot:upgrade:2, Rate III Upgrade
woot:upgrade:3, Looting I Upgrade
woot:upgrade:4, Looting II Upgrade
woot:upgrade:5, Looting III Upgrade
woot:upgrade:6, XP I Upgrade
woot:upgrade:7, XP II Upgrade
woot:upgrade:8, XP III Upgrade
woot:upgrade:9, Mass I Upgrade
woot:upgrade:10, Mass II Upgrade
woot:upgrade:11, Mass III Upgrade
woot:upgrade:12, Decapitate I Upgrade
woot:upgrade:13, Decapitate II Upgrade
woot:upgrade:14, Decapitate III Upgrade
woot:upgradeb:0, Efficiency I Upgrade
woot:upgradeb:1, Efficiency II Upgrade
woot:upgradeb:2, Efficiency III Upgrade
woot:upgradeb:3, Blood Magic Life Essence Tank I Upgrade
woot:upgradeb:4, Blood Magic Life Essence Tank II Upgrade
woot:upgradeb:5, Blood Magic Life Essence Tank III Upgrade
woot:upgradeb:6, Blood Magic Life Essence Altar I Upgrade
woot:upgradeb:7, Blood Magic Life Essence Altar II Upgrade
woot:upgradeb:8, Blood Magic Life Essence Altar III Upgrade
woot:upgradeb:9, EvilCraft Blood Tank I Upgrade
woot:upgradeb:10, EvilCraft Blood Tank II Upgrade
woot:upgradeb:11, EvilCraft Blood Tank III Upgrade
woot:upgradeb:12, Blood Magic Crystal I Upgrade
woot:upgradeb:13, Blood Magic Crystal II Upgrade
woot:upgradeb:14, Blood Magic Crystal III Upgrade
xlfoodmod:rock_salt, Rock Salt
xlfoodmod:grass, Grass
xlfoodmod:vanilla_flower, Vanilla Flower
xlfoodmod:rice_plant, Rice Plant
xlfoodmod:pepper_plant, Pepper Plant
xlfoodmod:corn_plant, Corn Plant
xlfoodmod:cucumber_plant, Cucumber Plant
xlfoodmod:lettuce_plant, Lettuce Plant
xlfoodmod:onion_plant, Onion Plant
xlfoodmod:tomato_plant, Tomato Plant
xlfoodmod:strawberry_plant, Strawberry Plant
xlfoodmod:chocolate_cake, Chocolate Cake
xlfoodmod:oreo_cake, Oreo Cake
xlfoodmod:cheese_cake, Cheese Cake
xlfoodmod:nether_cake, Nether Cake
xlfoodmod:strawberry_cake, Strawberry Cake
xlfoodmod:pumpkin_cake, Pumpkin Cake
xlfoodmod:pizza, Pizza
xlfoodmod:rice_seeds, Rice Seeds
xlfoodmod:rice, Rice
xlfoodmod:butter_rice, Butter Rice
xlfoodmod:fried_rice, Fried Rice
xlfoodmod:pepper_seeds, Pepper Seeds
xlfoodmod:pepper, Pepper
xlfoodmod:corn_seeds, Corn Seeds
xlfoodmod:raw_corn, Raw Corn
xlfoodmod:corn, Corn
xlfoodmod:cucumber_seeds, Cucumber Seeds
xlfoodmod:cucumber, Cucumber
xlfoodmod:lettuce_seeds, Lettuce Seeds
xlfoodmod:lettuce, Lettuce
xlfoodmod:onion, Onion
xlfoodmod:tomato_seeds, Tomato Seeds
xlfoodmod:tomato, Tomato
xlfoodmod:strawberry_seeds, Strawberry Seeds
xlfoodmod:strawberry, Strawberry
xlfoodmod:salt, Salt
xlfoodmod:dough, Dough
xlfoodmod:cooked_dough, Cooked Dough
xlfoodmod:crouton, Crouton
xlfoodmod:butter, Butter
xlfoodmod:cheese, Cheese
xlfoodmod:cheese_puff, Cheese Puff
xlfoodmod:chips, Chips
xlfoodmod:salty_chips, Salty Chips
xlfoodmod:spicy_chips, Spicy Chips
xlfoodmod:onion_rings, Onion Rings
xlfoodmod:cheesy_bread, Cheesy Bread
xlfoodmod:potato_bread, Potato Bread
xlfoodmod:corn_bread, Corn Bread
xlfoodmod:rice_bread, Rice Bread
xlfoodmod:baguette, Baguette
xlfoodmod:fried_egg, Fried Egg
xlfoodmod:pancake, Pancake
xlfoodmod:waffle, Waffle
xlfoodmod:macaroni_and_cheese, Macaroni and Cheese
xlfoodmod:spaghetti, Spaghetti
xlfoodmod:enchilada, Enchilada
xlfoodmod:lasagne, Lasagne
xlfoodmod:jambon_beurre, Jambon-Beurre
xlfoodmod:flesh, Flesh
xlfoodmod:ham, Ham
xlfoodmod:sausage, Sausage
xlfoodmod:bacon, Bacon
xlfoodmod:beef_jerky, Beef Jerky
xlfoodmod:ground_beef, Ground Beef
xlfoodmod:raw_chicken_wing, Raw Chicken Wing
xlfoodmod:cooked_chicken_wing, Cooked Chicken Wing
xlfoodmod:spicy_chicken_wing, Spicy Chicken Wing
xlfoodmod:bucket_of_fried_chicken, Bucket of Fried Chicken
xlfoodmod:top_bun, Top Bun
xlfoodmod:bottom_bun, Bottom Bun
xlfoodmod:hamburger, Hamburger
xlfoodmod:chickenburger, Chickenburger
xlfoodmod:cheeseburger, Cheeseburger
xlfoodmod:hot_dog, Hot Dog
xlfoodmod:sausage_roll, Sausage Roll
xlfoodmod:slice_of_pizza, Slice of Pizza
xlfoodmod:tortilla, Tortilla
xlfoodmod:taco, Taco
xlfoodmod:burrito, Burrito
xlfoodmod:kebab, Kebab
xlfoodmod:chicken_sandwich, Chicken Sandwich
xlfoodmod:blt_sandwich, BLT Sandwich
xlfoodmod:breakfast_sandwich, Breakfast Sandwich
xlfoodmod:grilled_cheese_sandwich, Grilled Cheese Sandwich
xlfoodmod:icecream_sandwich, Ice Cream Sandwich
xlfoodmod:bowl, Bowl
xlfoodmod:garden_salad, Garden Salad
xlfoodmod:chicken_salad, Chicken Salad
xlfoodmod:caesar_salad, Caesar Salad
xlfoodmod:onion_salad, Onion Salad
xlfoodmod:taco_salad, Taco Salad
xlfoodmod:cucumber_soup, Cucumber Soup
xlfoodmod:tomato_soup, Tomato Soup
xlfoodmod:vegetable_soup, Vegetable Soup
xlfoodmod:chicken_soup, Chicken Soup
xlfoodmod:beef_stew, Beef Stew
xlfoodmod:pumpkin_stew, Pumpkin Stew
xlfoodmod:caramel_apple, Caramel Apple
xlfoodmod:marshmallow, Marshmallow
xlfoodmod:roasted_marshmallow, Roasted Marshmallow
xlfoodmod:oreo_cookie, Oreo Cookie
xlfoodmod:twinkie, Twinkie
xlfoodmod:brownie, Brownie
xlfoodmod:bourbon_biscuit, Bourbon Biscuit
xlfoodmod:chocolate, Chocolate
xlfoodmod:chocolate_icecream_ball, Chocolate Ice Cream Ball
xlfoodmod:vanilla_icecream_ball, Vanilla Ice Cream Ball
xlfoodmod:strawberry_icecream_ball, Strawberry Ice Cream Ball
xlfoodmod:icecream_cone, Ice Cream Cone
xlfoodmod:chocolate_icecream, Chocolate Ice Cream
xlfoodmod:vanilla_icecream, Vanilla Ice Cream
xlfoodmod:strawberry_icecream, Strawberry Ice Cream
xlfoodmod:crescent_roll, Crescent Roll
xlfoodmod:donut, Donut
xlfoodmod:sugar_donut, Sugar Donut
xlfoodmod:chocolate_donut, Chocolate Donut
xlfoodmod:vanilla_donut, Vanilla Donut
xlfoodmod:paper_cup, Paper Cup
xlfoodmod:vanilla_cupcake, Vanilla Cupcake
xlfoodmod:chocolate_cupcake, Chocolate Cupcake
xlfoodmod:oreo_cupcake, Oreo Cupcake
xlfoodmod:strawberry_cupcake, Strawberry Cupcake
xlfoodmod:pie_shell, Pie Shell
xlfoodmod:apple_pie, Apple Pie
xlfoodmod:golden_apple_pie, Golden Apple Pie
xlfoodmod:cheese_pie, Cheese Pie
xlfoodmod:chicken_pot_pie, Chicken Pot Pie
xlfoodmod:chocolate_pie, Chocolate Pie
xlfoodmod:bacon_pie, Bacon Pie
xlfoodmod:fish_pie, Fish Pie
xlfoodmod:strawberry_pie, Strawberry Pie
xlfoodmod:tomato_sauce, Tomato Sauce
xlfoodmod:hot_sauce, Hot Sauce
xlfoodmod:chocolate_syrup, Chocolate Syrup
xlfoodmod:vanilla_extract, Vanilla Extract
xlfoodmod:vanilla_cream, Vanilla Cream
xlfoodmod:empty_can, Empty Can
xlfoodmod:speedy_energy_drink, Speedy Energy Drink
xlfoodmod:healthy_energy_drink, Healthy Energy Drink
xlfoodmod:stealthy_energy_drink, Stealthy Energy Drink
xlfoodmod:strong_energy_drink, Strong Energy Drink
xlfoodmod:deadly_energy_drink, Deadly Energy Drink
xlfoodmod:super_energy_drink, Super Energy Drink
xlfoodmod:glass_mug, Glass Mug
xlfoodmod:beer, Beer
xlfoodmod:coffee_cup, Coffee Cup
xlfoodmod:coffee, Coffee
xlfoodmod:cappuccino, Cappuccino
xpt:link_card, XPT Link Card
xpt:teleporter:0, XPTeleporter
xpt:teleporter:1, Efficient XPTeleporter
apotheosis:hellshelf, Hellshelf
apotheosis:prismatic_web, Prismatic Cobweb
apotheosis:null_book, Tome of the Others
apotheosis:armor_head_book, Tome of Helmets
apotheosis:armor_chest_book, Tome of Chestplates
apotheosis:armor_legs_book, Tome of Legplates
apotheosis:armor_feet_book, Tome of Boots
apotheosis:weapon_book, Tome of Weaponry
apotheosis:digger_book, Tome of the Miners
apotheosis:fishing_rod_book, Tome of the Fishers
apotheosis:bow_book, Tome of the Archers
apotheosis:prismatic_altar, Altar of the Sea
apotheosis:scrap_tome, Tome of Scrapping
apotheosis:farmers_leash, Ender-Farmer's Lead
apotheosis:lucky_foot, Lucky Rabbit's Foot
betterbuilderswands:wandstone, Stone Wand
betterbuilderswands:wandiron, Iron Wand
betterbuilderswands:wanddiamond:0, Diamond Wand
betterbuilderswands:wandunbreakable:0, Unbreakable Wand
betterrecords:record, item.betterrecords:record.name
betterrecords:frequencycrystal, item.betterrecords:frequencycrystal.name
betterrecords:wire, Speaker Wire
betterrecords:wirecutters, Wire Cutters
betterrecords:recordetcher, Record Etcher
betterrecords:recordplayer, Record Player
betterrecords:frequencytuner, Frequency Tuner
betterrecords:radio, Radio
betterrecords:strobelight, Strobe Light
betterrecords:laser, Laser
betterrecords:lasercluster, Laser Cluster
betterrecords:speaker:0, Small Speaker
betterrecords:speaker:1, Medium Speaker
betterrecords:speaker:2, Large Speaker
refinedstorage:controller:0, Controller
refinedstorage:controller:0, Controller
refinedstorage:controller:1, Creative Controller
refinedstorage:grid:0, Grid
refinedstorage:grid:1, Crafting Grid
refinedstorage:grid:2, Pattern Grid
refinedstorage:grid:3, Fluid Grid
refinedstorage:portable_grid:0, Portable Grid
refinedstorage:portable_grid:0, Portable Grid
refinedstorage:portable_grid:1, Creative Portable Grid
refinedstorage:crafting_monitor, Crafting Monitor
refinedstorage:storage_monitor, Storage Monitor
refinedstorage:security_manager, Security Manager
refinedstorage:crafter, Crafter
refinedstorage:disk_drive, Disk Drive
refinedstorage:storage:0, 1k Storage Block
refinedstorage:storage:1, 4k Storage Block
refinedstorage:storage:2, 16k Storage Block
refinedstorage:storage:3, 64k Storage Block
refinedstorage:storage:4, Creative Storage Block
refinedstorage:fluid_storage:0, 64k Fluid Storage Block
refinedstorage:fluid_storage:1, 256k Fluid Storage Block
refinedstorage:fluid_storage:2, 1024k Fluid Storage Block
refinedstorage:fluid_storage:3, 4096k Fluid Storage Block
refinedstorage:fluid_storage:4, Creative Fluid Storage Block
refinedstorage:cable, Cable
refinedstorage:importer, Importer
refinedstorage:exporter, Exporter
refinedstorage:external_storage, External Storage
refinedstorage:constructor, Constructor
refinedstorage:destructor, Destructor
refinedstorage:reader, Reader
refinedstorage:writer, Writer
refinedstorage:detector, Detector
refinedstorage:relay, Relay
refinedstorage:interface, Interface
refinedstorage:fluid_interface, Fluid Interface
refinedstorage:wireless_transmitter, Wireless Transmitter
refinedstorage:machine_casing, Machine Casing
refinedstorage:quartz_enriched_iron_block, Block of Quartz Enriched Iron
refinedstorage:network_transmitter, Network Transmitter
refinedstorage:network_receiver, Network Receiver
refinedstorage:disk_manipulator, Disk Manipulator
refinedstorage:crafter_manager, Crafter Manager
refinedstorage:quartz_enriched_iron, Quartz Enriched Iron
refinedstorage:processor_binding, Processor Binding
refinedstorage:cutting_tool, Cutting Tool
refinedstorage:storage_disk:0, 1k Storage Disk
refinedstorage:storage_disk:1, 4k Storage Disk
refinedstorage:storage_disk:2, 16k Storage Disk
refinedstorage:storage_disk:3, 64k Storage Disk
refinedstorage:storage_disk:4, Creative Storage Disk
refinedstorage:fluid_storage_disk:0, 64k Fluid Storage Disk
refinedstorage:fluid_storage_disk:1, 256k Fluid Storage Disk
refinedstorage:fluid_storage_disk:2, 1024k Fluid Storage Disk
refinedstorage:fluid_storage_disk:3, 4096k Fluid Storage Disk
refinedstorage:fluid_storage_disk:4, Creative Fluid Storage Disk
refinedstorage:storage_housing, Storage Housing
refinedstorage:pattern, Pattern
refinedstorage:storage_part:0, 1k Storage Part
refinedstorage:storage_part:1, 4k Storage Part
refinedstorage:storage_part:2, 16k Storage Part
refinedstorage:storage_part:3, 64k Storage Part
refinedstorage:fluid_storage_part:0, 64k Fluid Storage Part
refinedstorage:fluid_storage_part:1, 256k Fluid Storage Part
refinedstorage:fluid_storage_part:2, 1024k Fluid Storage Part
refinedstorage:fluid_storage_part:3, 4096k Fluid Storage Part
refinedstorage:wireless_grid:0, Wireless Grid
refinedstorage:wireless_grid:0, Wireless Grid
refinedstorage:wireless_grid:1, Creative Wireless Grid
refinedstorage:wireless_fluid_grid:0, Wireless Fluid Grid
refinedstorage:wireless_fluid_grid:0, Wireless Fluid Grid
refinedstorage:wireless_fluid_grid:1, Creative Wireless Fluid Grid
refinedstorage:wireless_crafting_monitor:0, Wireless Crafting Monitor
refinedstorage:wireless_crafting_monitor:0, Wireless Crafting Monitor
refinedstorage:wireless_crafting_monitor:1, Creative Wireless Crafting Monitor
refinedstorage:processor:0, Raw Basic Processor
refinedstorage:processor:1, Raw Improved Processor
refinedstorage:processor:2, Raw Advanced Processor
refinedstorage:processor:3, Basic Processor
refinedstorage:processor:4, Improved Processor
refinedstorage:processor:5, Advanced Processor
refinedstorage:core:0, Construction Core
refinedstorage:core:1, Destruction Core
refinedstorage:silicon, Silicon
refinedstorage:upgrade:0, Upgrade
refinedstorage:upgrade:1, Range Upgrade
refinedstorage:upgrade:2, Speed Upgrade
refinedstorage:upgrade:3, Crafting Upgrade
refinedstorage:upgrade:4, Stack Upgrade
refinedstorage:upgrade:6, Silk Touch Upgrade
refinedstorage:upgrade:7, Fortune Upgrade
refinedstorage:upgrade:8, Fortune Upgrade
refinedstorage:upgrade:9, Fortune Upgrade
refinedstorage:filter, Filter
refinedstorage:network_card, Network Card
refinedstorage:security_card, Security Card
refinedstorage:cover, Cover
refinedstorage:hollow_cover, Hollow Cover
refinedstorage:wrench, Wrench
patchouli:guide_book, Guide Book
exchangers:tuberous_exchanger, Tuberous Exchanger
exchangers:creative_exchanger, Creative Exchanger
exchangers:wooden_exchanger, Wooden Exchanger
exchangers:stone_exchanger, Stone Exchanger
exchangers:golden_exchanger, Golden Exchanger
exchangers:iron_exchanger, Iron Exchanger
exchangers:diamond_exchanger, Diamond Exchanger
exchangers:emerald_exchanger, Emerald Exchanger
exchangers:obsidian_exchanger, Obsidian Exchanger
exchangers:end_exchanger, End Exchanger
exchangers:exchanger_core_tier1, Exchanger Core (Tier 1)
exchangers:exchanger_core_tier2, Exchanger Core (Tier 2)
exchangers:exchanger_core_tier3, Exchanger Core (Tier 3)
exchangers:conductive_iron_exchanger, Conductive Iron Exchanger
exchangers:pulsating_iron_exchanger, Pulsating Iron Exchanger
exchangers:electrical_steel_exchanger, Electrical Steel Exchanger
exchangers:energetic_exchanger, Energetic Exchanger
exchangers:dark_steel_exchanger, Dark Steel Exchanger
exchangers:vibrant_exchanger, Vibrant Exchanger
exchangers:end_steel_exchanger, End Steel Exchanger
exchangers:eio_exchanger_core_tier1, Ender IO Exchanger Core (Tier 1)
exchangers:eio_exchanger_core_tier2, Ender IO Exchanger Core (Tier 2)
exchangers:eio_exchanger_core_tier3, Ender IO Exchanger Core (Tier 3)
exchangers:leadstone_exchanger, Leadstone Exchanger
exchangers:hardened_exchanger, Hardened Exchanger
exchangers:reinforced_exchanger, Reinforced Exchanger
exchangers:signalum_exchanger, Signalum Exchanger
exchangers:resonant_exchanger, Resonant Exchanger
exchangers:te_exchanger_core_tier1, Thermal Expansion Exchanger Core (Tier 1)
exchangers:te_exchanger_core_tier2, Thermal Expansion Exchanger Core (Tier 2)
exchangers:te_exchanger_core_tier3, Thermal Expansion Exchanger Core (Tier 3)
exchangers:basic_exchanger, Basic Exchanger
exchangers:advanced_exchanger, Advanced Exchanger
exchangers:elite_exchanger, Elite Exchanger
exchangers:ultimate_exchanger, Ultimate Exchanger
exchangers:mekanism_exchanger_core_tier1, Mekanism Exchanger Core (Tier 1)
exchangers:mekanism_exchanger_core_tier2, Mekanism Exchanger Core (Tier 2)
exchangers:mekanism_exchanger_core_tier3, Mekanism Exchanger Core (Tier 3)
exchangers:lv_exchanger, LV Exchanger
exchangers:mv_exchanger, MV Exchanger
